"method","f","Tt","replica","rmse_lambda1"
"stan","quadratic",400,8,0.402605577778495
"montoril","sinusoidal",400,8,0.396245696348744
"pg_apf","sinusoidal",400,8,0.392475959763798
"sir_laplace","sinusoidal",400,8,0.394926176160125
"sir_collapsed","sinusoidal",400,8,0.400379342935579
"stan","sinusoidal",400,8,0.396008889828028
"montoril","constant",800,8,0.556554049128743
"pg_apf","constant",800,8,0.558933132642191
"sir_laplace","constant",800,8,0.555378787684446
"sir_collapsed","constant",800,8,0.556114684535926
"stan","constant",800,8,0.558251829780216
"montoril","linear",800,8,0.377132739583659
"pg_apf","linear",800,8,0.365495418692153
"sir_laplace","linear",800,8,0.372672310141123
"sir_collapsed","linear",800,8,0.369336835996598
"stan","linear",800,8,0.376027728950927
"montoril","quadratic",800,8,0.379347435987142
"pg_apf","quadratic",800,8,0.368334100539194
"sir_laplace","quadratic",800,8,0.373513311703651
"sir_collapsed","quadratic",800,8,0.37508842609039
"stan","quadratic",800,8,0.376188291306397
"montoril","sinusoidal",800,8,0.386407271661011
"pg_apf","sinusoidal",800,8,0.39102505354914
"sir_laplace","sinusoidal",800,8,0.392251838531032
"sir_collapsed","sinusoidal",800,8,0.395618541773071
"stan","sinusoidal",800,8,0.389150316692689
"montoril","constant",1600,8,0.487103528536044
"pg_apf","constant",1600,8,0.482509990285966
"sir_laplace","constant",1600,8,0.483200188971155
"sir_collapsed","constant",1600,8,0.482450460689778
"stan","constant",1600,8,0.484437195919842
"montoril","linear",1600,8,0.30218702520269
"pg_apf","linear",1600,8,0.302920175831531
"sir_laplace","linear",1600,8,0.30391420237975
"sir_collapsed","linear",1600,8,0.306832989641144
"stan","linear",1600,8,0.306415597310676
"montoril","quadratic",1600,8,0.287185279679895
"pg_apf","quadratic",1600,8,0.288824142673718
"sir_laplace","quadratic",1600,8,0.288305175126775
"sir_collapsed","quadratic",1600,8,0.288277561090197
"stan","quadratic",1600,8,0.290387993353187
"montoril","sinusoidal",1600,8,0.313731423378533
"pg_apf","sinusoidal",1600,8,0.31851199299948
"sir_laplace","sinusoidal",1600,8,0.320066741834084
"sir_collapsed","sinusoidal",1600,8,0.321194554571483
"stan","sinusoidal",1600,8,0.320110216056998
"montoril","constant",200,9,0.745238879763639
"pg_apf","constant",200,9,0.743485346143496
"sir_laplace","constant",200,9,0.748943784572501
"sir_collapsed","constant",200,9,0.753242006005022
"stan","constant",200,9,0.744253469549523
"montoril","linear",200,9,0.450470070482463
"pg_apf","linear",200,9,0.446887046824162
"sir_laplace","linear",200,9,0.452325238463408
"sir_collapsed","linear",200,9,0.458795163429111
"stan","linear",200,9,0.445257585591203
"montoril","quadratic",200,9,0.45653012644192
"pg_apf","quadratic",200,9,0.443989737251782
"sir_laplace","quadratic",200,9,0.445840978790525
"sir_collapsed","quadratic",200,9,0.454643578380946
"stan","quadratic",200,9,0.445083739289389
"montoril","sinusoidal",200,9,0.336378888042883
"pg_apf","sinusoidal",200,9,0.328635369903718
"sir_laplace","sinusoidal",200,9,0.333278970189077
"sir_collapsed","sinusoidal",200,9,0.344727367281935
"stan","sinusoidal",200,9,0.328041902250227
"montoril","constant",400,9,0.690065501310543
"pg_apf","constant",400,9,0.699027300133994
"sir_laplace","constant",400,9,0.694061784717086
"sir_collapsed","constant",400,9,0.690409455132471
"stan","constant",400,9,0.696786460030552
"montoril","linear",400,9,0.423764205034528
"pg_apf","linear",400,9,0.417851820960796
"sir_laplace","linear",400,9,0.415677341152494
"sir_collapsed","linear",400,9,0.415672700328212
"stan","linear",400,9,0.418428540269513
"montoril","quadratic",400,9,0.395006996860414
"pg_apf","quadratic",400,9,0.399365662817728
"sir_laplace","quadratic",400,9,0.396620660386858
"sir_collapsed","quadratic",400,9,0.393866907113349
"stan","quadratic",400,9,0.397674494235231
"montoril","sinusoidal",400,9,0.420636691100417
"pg_apf","sinusoidal",400,9,0.416071617731645
"sir_laplace","sinusoidal",400,9,0.415571534991086
"sir_collapsed","sinusoidal",400,9,0.41674872226898
"stan","sinusoidal",400,9,0.417943664497349
"montoril","constant",800,9,0.515918184417287
"pg_apf","constant",800,9,0.515483886459383
"sir_laplace","constant",800,9,0.513728949745175
"sir_collapsed","constant",800,9,0.511942674437468
"stan","constant",800,9,0.515679556520142
"montoril","linear",800,9,0.321825967776778
"pg_apf","linear",800,9,0.320117242569372
"sir_laplace","linear",800,9,0.319773299407694
"sir_collapsed","linear",800,9,0.325750062215909
"stan","linear",800,9,0.319105924867664
"montoril","quadratic",800,9,0.327726466510862
"pg_apf","quadratic",800,9,0.323015271363029
"sir_laplace","quadratic",800,9,0.323830786440975
"sir_collapsed","quadratic",800,9,0.327867280077521
"stan","quadratic",800,9,0.326172941921686
"montoril","sinusoidal",800,9,0.389613228762662
"pg_apf","sinusoidal",800,9,0.378207779830076
"sir_laplace","sinusoidal",800,9,0.379842984130857
"sir_collapsed","sinusoidal",800,9,0.383544109818197
"stan","sinusoidal",800,9,0.382664715697232
"montoril","constant",1600,9,0.394241434657812
"pg_apf","constant",1600,9,0.397664806343053
"sir_laplace","constant",1600,9,0.39357160353278
"sir_collapsed","constant",1600,9,0.390647709091142
"stan","constant",1600,9,0.39440356608844
"montoril","linear",1600,9,0.224697386101643
"pg_apf","linear",1600,9,0.234805326598915
"sir_laplace","linear",1600,9,0.237288906788734
"sir_collapsed","linear",1600,9,0.238338570103035
"stan","linear",1600,9,0.235138677214225
"montoril","quadratic",1600,9,0.238830041373606
"pg_apf","quadratic",1600,9,0.237401315409644
"sir_laplace","quadratic",1600,9,0.240118497103884
"sir_collapsed","quadratic",1600,9,0.240247058952736
"stan","quadratic",1600,9,0.236853465371077
"montoril","sinusoidal",1600,9,0.259160092412104
"pg_apf","sinusoidal",1600,9,0.258333878227244
"sir_laplace","sinusoidal",1600,9,0.260975592415151
"sir_collapsed","sinusoidal",1600,9,0.259076580751189
"stan","sinusoidal",1600,9,0.257049970162724
"montoril","constant",200,10,0.80113203384879
"pg_apf","constant",200,10,0.792310983512062
"sir_laplace","constant",200,10,0.791534249500081
"sir_collapsed","constant",200,10,0.789866107323995
"stan","constant",200,10,0.7943466722524
"montoril","linear",200,10,0.452161954328637
"pg_apf","linear",200,10,0.446352876150905
"sir_laplace","linear",200,10,0.449877882193119
"sir_collapsed","linear",200,10,0.448423913617016
"stan","linear",200,10,0.445352768402365
"montoril","quadratic",200,10,0.405852364009626
"pg_apf","quadratic",200,10,0.404828913982905
"sir_laplace","quadratic",200,10,0.400789470243036
"sir_collapsed","quadratic",200,10,0.402683903980959
"stan","quadratic",200,10,0.401911021371758
"montoril","sinusoidal",200,10,0.392907362336211
"pg_apf","sinusoidal",200,10,0.36999573892213
"sir_laplace","sinusoidal",200,10,0.373517045027704
"sir_collapsed","sinusoidal",200,10,0.377712370037285
"stan","sinusoidal",200,10,0.377665208617954
"montoril","constant",400,10,0.619326235109965
"pg_apf","constant",400,10,0.616063194852257
"sir_laplace","constant",400,10,0.618806632790587
"sir_collapsed","constant",400,10,0.618588725792397
"stan","constant",400,10,0.61852077945181
"montoril","linear",400,10,0.292698077318428
"pg_apf","linear",400,10,0.30062467499985
"sir_laplace","linear",400,10,0.300987747458702
"sir_collapsed","linear",400,10,0.308121170607691
"stan","linear",400,10,0.303785084537435
"montoril","quadratic",400,10,0.302119992935641
"pg_apf","quadratic",400,10,0.309325015095643
"sir_laplace","quadratic",400,10,0.309415376315503
"sir_collapsed","quadratic",400,10,0.313831592333918
"stan","quadratic",400,10,0.310740542956309
"montoril","sinusoidal",400,10,0.339678643309216
"pg_apf","sinusoidal",400,10,0.332134544184228
"sir_laplace","sinusoidal",400,10,0.334919367207374
"sir_collapsed","sinusoidal",400,10,0.343006725206953
"stan","sinusoidal",400,10,0.338270937564511
"montoril","constant",800,10,0.532978235577413
"pg_apf","constant",800,10,0.533218240215323
"sir_laplace","constant",800,10,0.537629017900436
"sir_collapsed","constant",800,10,0.542033856128543
"stan","constant",800,10,0.532174316380957
"montoril","linear",800,10,0.348999644170468
"pg_apf","linear",800,10,0.339664412084382
"sir_laplace","linear",800,10,0.344663664178216
"sir_collapsed","linear",800,10,0.35484057804848
"stan","linear",800,10,0.341923991590651
"montoril","quadratic",800,10,0.341709651562081
"pg_apf","quadratic",800,10,0.330990481225051
"sir_laplace","quadratic",800,10,0.332202741392016
"sir_collapsed","quadratic",800,10,0.347462039058182
"stan","quadratic",800,10,0.332377992786702
"montoril","sinusoidal",800,10,0.346744022303329
"pg_apf","sinusoidal",800,10,0.348612519463533
"sir_laplace","sinusoidal",800,10,0.356073694935571
"sir_collapsed","sinusoidal",800,10,0.36628193268991
"stan","sinusoidal",800,10,0.350946554858451
"montoril","constant",1600,10,0.484384910388626
"pg_apf","constant",1600,10,0.493943864762839
"sir_laplace","constant",1600,10,0.492328607109775
"sir_collapsed","constant",1600,10,0.49229423680951
"stan","constant",1600,10,0.492790187116921
"montoril","linear",1600,10,0.352109709959228
"pg_apf","linear",1600,10,0.348047869671683
"sir_laplace","linear",1600,10,0.352926185849328
"sir_collapsed","linear",1600,10,0.354417207291202
"stan","linear",1600,10,0.351882811533206
"montoril","quadratic",1600,10,0.372933870959826
"pg_apf","quadratic",1600,10,0.358367728678834
"sir_laplace","quadratic",1600,10,0.359387756170929
"sir_collapsed","quadratic",1600,10,0.362823634630292
"stan","quadratic",1600,10,0.359773083156827
"montoril","sinusoidal",1600,10,0.380812932816591
"pg_apf","sinusoidal",1600,10,0.37807750100099
"sir_laplace","sinusoidal",1600,10,0.382266385959356
"sir_collapsed","sinusoidal",1600,10,0.38347719318744
"stan","sinusoidal",1600,10,0.378435490715032
"montoril","constant",200,11,0.767570260992924
"pg_apf","constant",200,11,0.770804808246469
"sir_laplace","constant",200,11,0.760515741682349
"sir_collapsed","constant",200,11,0.75602442613827
"stan","constant",200,11,0.771809848987858
"montoril","linear",200,11,0.493342054328411
"pg_apf","linear",200,11,0.507359608600868
"sir_laplace","linear",200,11,0.503124654495928
"sir_collapsed","linear",200,11,0.499927439458588
"stan","linear",200,11,0.50805335264163
"montoril","quadratic",200,11,0.552308614252485
"pg_apf","quadratic",200,11,0.529855436399533
"sir_laplace","quadratic",200,11,0.527763160658315
"sir_collapsed","quadratic",200,11,0.520992777503321
"stan","quadratic",200,11,0.533408927948357
"montoril","sinusoidal",200,11,0.428891623853768
"pg_apf","sinusoidal",200,11,0.427986464432722
"sir_laplace","sinusoidal",200,11,0.420461727570073
"sir_collapsed","sinusoidal",200,11,0.41571400112243
"stan","sinusoidal",200,11,0.425824378258648
"montoril","constant",400,11,0.724041246456533
"pg_apf","constant",400,11,0.724291094003098
"sir_laplace","constant",400,11,0.724670848096552
"sir_collapsed","constant",400,11,0.725497711989743
"stan","constant",400,11,0.723269972457735
"montoril","linear",400,11,0.444383316346059
"pg_apf","linear",400,11,0.439678194262634
"sir_laplace","linear",400,11,0.447170067442257
"sir_collapsed","linear",400,11,0.452665402502734
"stan","linear",400,11,0.445682957187233
"montoril","quadratic",400,11,0.417254552687539
"pg_apf","quadratic",400,11,0.412596949711161
"sir_laplace","quadratic",400,11,0.41201716392017
"sir_collapsed","quadratic",400,11,0.42243829712252
"stan","quadratic",400,11,0.413714687891569
"montoril","sinusoidal",400,11,0.451866797539144
"pg_apf","sinusoidal",400,11,0.455947839678052
"sir_laplace","sinusoidal",400,11,0.460307107648016
"sir_collapsed","sinusoidal",400,11,0.465766845732709
"stan","sinusoidal",400,11,0.454146645298617
"montoril","constant",800,11,0.527146066787279
"pg_apf","constant",800,11,0.528792865923074
"sir_laplace","constant",800,11,0.531524072117637
"sir_collapsed","constant",800,11,0.534152612766998
"stan","constant",800,11,0.531417012178353
"montoril","linear",800,11,0.320433705278576
"pg_apf","linear",800,11,0.315898918746945
"sir_laplace","linear",800,11,0.319741052571264
"sir_collapsed","linear",800,11,0.326438063890881
"stan","linear",800,11,0.320268442654101
"montoril","quadratic",800,11,0.303717882697701
"pg_apf","quadratic",800,11,0.294141138876994
"sir_laplace","quadratic",800,11,0.305898111884932
"sir_collapsed","quadratic",800,11,0.310150664872049
"stan","quadratic",800,11,0.295954989309051
"montoril","sinusoidal",800,11,0.33721185027694
"pg_apf","sinusoidal",800,11,0.320966634621291
"sir_laplace","sinusoidal",800,11,0.322583999092382
"sir_collapsed","sinusoidal",800,11,0.332937338752452
"stan","sinusoidal",800,11,0.32531099823173
"montoril","constant",1600,11,0.445156393384368
"pg_apf","constant",1600,11,0.44281867035406
"sir_laplace","constant",1600,11,0.441352158296513
"sir_collapsed","constant",1600,11,0.44332334585191
"stan","constant",1600,11,0.439920597740167
"montoril","linear",1600,11,0.3000206239435
"pg_apf","linear",1600,11,0.291717612212955
"sir_laplace","linear",1600,11,0.293607120471223
"sir_collapsed","linear",1600,11,0.295423246524116
"stan","linear",1600,11,0.292488858809779
"montoril","quadratic",1600,11,0.281039250433364
"pg_apf","quadratic",1600,11,0.272503607951658
"sir_laplace","quadratic",1600,11,0.275728526006122
"sir_collapsed","quadratic",1600,11,0.277533087284067
"stan","quadratic",1600,11,0.27645082596662
"montoril","sinusoidal",1600,11,0.290546685661045
"pg_apf","sinusoidal",1600,11,0.283528717838221
"sir_laplace","sinusoidal",1600,11,0.286296531922558
"sir_collapsed","sinusoidal",1600,11,0.288624533545454
"stan","sinusoidal",1600,11,0.28667446709777
"montoril","constant",200,12,0.899654691656708
"pg_apf","constant",200,12,0.893716334360416
"sir_laplace","constant",200,12,0.887386310845277
"sir_collapsed","constant",200,12,0.885007658446363
"stan","constant",200,12,0.89183955716671
"montoril","linear",200,12,0.394287378934144
"pg_apf","linear",200,12,0.393634773001093
"sir_laplace","linear",200,12,0.392420109291969
"sir_collapsed","linear",200,12,0.391025516332022
"stan","linear",200,12,0.400554082548929
"montoril","quadratic",200,12,0.376081148951872
"pg_apf","quadratic",200,12,0.368873066436862
"sir_laplace","quadratic",200,12,0.36725806801475
"sir_collapsed","quadratic",200,12,0.367426155178477
"stan","quadratic",200,12,0.369303298656283
"montoril","sinusoidal",200,12,0.375924940048451
"pg_apf","sinusoidal",200,12,0.365647214508791
"sir_laplace","sinusoidal",200,12,0.37437921960035
"sir_collapsed","sinusoidal",200,12,0.376465110711046
"stan","sinusoidal",200,12,0.371340369291585
"montoril","constant",400,12,0.668118989443793
"pg_apf","constant",400,12,0.665694947652203
"sir_laplace","constant",400,12,0.664571555941292
"sir_collapsed","constant",400,12,0.668091388526556
"stan","constant",400,12,0.661988106189147
"montoril","linear",400,12,0.437227914728673
"pg_apf","linear",400,12,0.433989146156522
"sir_laplace","linear",400,12,0.442089968208924
"sir_collapsed","linear",400,12,0.45091992639537
"stan","linear",400,12,0.436478844345637
"montoril","quadratic",400,12,0.386435755504678
"pg_apf","quadratic",400,12,0.404273051221868
"sir_laplace","quadratic",400,12,0.412480184403774
"sir_collapsed","quadratic",400,12,0.414437984829459
"stan","quadratic",400,12,0.406548095871002
"montoril","sinusoidal",400,12,0.352306607176439
"pg_apf","sinusoidal",400,12,0.351988787620599
"sir_laplace","sinusoidal",400,12,0.357845035453313
"sir_collapsed","sinusoidal",400,12,0.363119379429118
"stan","sinusoidal",400,12,0.354241335071619
"montoril","constant",800,12,0.514039240205911
"pg_apf","constant",800,12,0.518790607514119
"sir_laplace","constant",800,12,0.513773817163077
"sir_collapsed","constant",800,12,0.511746739268018
"stan","constant",800,12,0.515398804338578
"montoril","linear",800,12,0.260657096621544
"pg_apf","linear",800,12,0.256979788615934
"sir_laplace","linear",800,12,0.261462474486714
"sir_collapsed","linear",800,12,0.262192023631826
"stan","linear",800,12,0.260219638496563
"montoril","quadratic",800,12,0.248227942405846
"pg_apf","quadratic",800,12,0.251081921175128
"sir_laplace","quadratic",800,12,0.250327009583834
"sir_collapsed","quadratic",800,12,0.254280625449302
"stan","quadratic",800,12,0.252596159831074
"montoril","sinusoidal",800,12,0.30314962566875
"pg_apf","sinusoidal",800,12,0.294711263531131
"sir_laplace","sinusoidal",800,12,0.295589238364202
"sir_collapsed","sinusoidal",800,12,0.297810143525665
"stan","sinusoidal",800,12,0.297744689463578
"montoril","constant",1600,12,0.488939143581408
"pg_apf","constant",1600,12,0.486887209927804
"sir_laplace","constant",1600,12,0.48597193994928
"sir_collapsed","constant",1600,12,0.485584001271778
"stan","constant",1600,12,0.48620891308772
"montoril","linear",1600,12,0.324309126248285
"pg_apf","linear",1600,12,0.310059672701637
"sir_laplace","linear",1600,12,0.312751527658577
"sir_collapsed","linear",1600,12,0.314208113221254
"stan","linear",1600,12,0.311670158791238
"montoril","quadratic",1600,12,0.329992151779415
"pg_apf","quadratic",1600,12,0.325443129773592
"sir_laplace","quadratic",1600,12,0.324539393234516
"sir_collapsed","quadratic",1600,12,0.329598735854248
"stan","quadratic",1600,12,0.326469142247271
"montoril","sinusoidal",1600,12,0.369860161824753
